True;report_time;location;incident_type;summary;raw_string
1504532;2015-10-30 20:33:00;32ND ST & UNIVERSITY AV;ALARM RESPONSE;to  10/30/15;[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary:[new_line][new_line]-[new_line][new_line]to[new_line][new_line]10/30/15[new_line][new_line]10/30/15  8:33 pm[new_line]ALARM RESPONSE[new_line]Environmental Alarm[new_line]A radiation alarm was activated by the contents of a trash bag.[new_line][new_line] 8:40 pm[new_line][new_line]-[new_line][new_line]Disposition: CLOSED[new_line][new_line]cc: Safety[new_line]-[new_line][new_line]10/30/15  9:55 pm[new_line][new_line]Location:[new_line][new_line]32ND ST & UNIVERSITY AV[new_line][new_line]Report #:[new_line][new_line]1504532[new_line][new_line]to[new_line][new_line]10/30/15[new_line][new_line]10/30/15  9:50 pm[new_line]-[new_line]SERVICE[new_line]A student was transported to a local hospital for medical treatment after injuring her knee.[new_line][new_line]Injury Response[new_line][new_line] 9:55 pm[new_line][new_line]-[new_line][new_line]Disposition: CLOSED[new_line][new_line]cc: Student Affairs[new_line][new_line]
1504533;2015-10-30 21:55:00;1173 29TH ST;SERVICE;to;[new_line][new_line]10/30/15  9:55 pm[new_line][new_line]-[new_line][new_line]Location:[new_line][new_line]1173 29TH ST[new_line][new_line]Report #:[new_line][new_line]1504533[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary:[new_line][new_line]to[new_line][new_line]10/30/15  9:55 pm[new_line]-[new_line]SERVICE[new_line]A student was transported to a local hospital for medical treatment after experiencing abdominal pains.[new_line][new_line]Disposition: CLOSED[new_line][new_line]Illness Response[new_line][new_line] 9:55 pm[new_line][new_line]10/30/15[new_line][new_line]-[new_line][new_line]cc: Student Affairs[new_line][new_line]
1504534;2015-10-31 02:17:00;STARBUCKS;ALCOHOL;to  10/31/15;[new_line][new_line]10/31/15  2:17 am[new_line][new_line]-[new_line][new_line]Location:[new_line][new_line]STARBUCKS[new_line][new_line]Report #:[new_line][new_line]1504534[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary:[new_line][new_line]to[new_line][new_line]10/31/15[new_line][new_line]10/31/15  2:00 am[new_line]-[new_line]ALCOHOL[new_line]A non-USC male was arrested for public intoxication.[new_line][new_line] 3:15 am[new_line][new_line]Drunk In Public[new_line][new_line]-[new_line][new_line]Disposition: Cleared Arrest[new_line][new_line]
1504535;2015-10-31 03:53:00;INTERNATIONALLY THEMED RESIDENTIAL  COLLEGE;SERVICE;to;[new_line][new_line]10/31/15  3:53 am[new_line][new_line]-[new_line][new_line]Location:[new_line][new_line]INTERNATIONALLY THEMED RESIDENTIAL [new_line]COLLEGE[new_line][new_line]Report #:[new_line][new_line]1504535[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary:[new_line][new_line]to[new_line][new_line]-[new_line]10/31/15  2:30 am[new_line]SERVICE[new_line]A non-USC female was transported to a local hospital for medical treatment after experiencing abdominal pains.[new_line][new_line]Disposition: CLOSED[new_line][new_line]Illness Response[new_line][new_line] 3:53 am[new_line][new_line]10/31/15[new_line][new_line]-[new_line][new_line]
1504536;2015-10-31 09:29:00;CENTURY APARTMENTS;SEX OFFENSE;A non-USC female reported that she was sexually assaulted.;[new_line][new_line]10/31/15  9:29 am[new_line][new_line]-[new_line][new_line]Location:[new_line][new_line]CENTURY APARTMENTS[new_line][new_line]Report #:[new_line][new_line]1504536[new_line][new_line]Occurred:[new_line]Incident:[new_line][new_line]-[new_line][new_line]10/31/15  1:00 am[new_line]SEX OFFENSE[new_line][new_line]to[new_line][new_line]10/31/15[new_line][new_line]-[new_line][new_line] 1:00 am[new_line]Rape[new_line][new_line]Disposition: Open[new_line][new_line]University of Southern California[new_line][new_line]Department of Public Safety[new_line][new_line]Daily Incident Log[new_line][new_line]From 10/30/2015 To 11/2/2015[new_line][new_line]Summary:[new_line][new_line]A non-USC female reported that she was sexually assaulted.[new_line][new_line]cc: Student Affairs, Judicial Affairs, HR[new_line][new_line]
1504537;2015-10-31 15:42:00;JEFFERSON BUILDING;WARRANT;to;[new_line][new_line]10/31/15  3:42 pm[new_line][new_line]-[new_line][new_line]Location:[new_line][new_line]JEFFERSON BUILDING[new_line][new_line]Report #:[new_line][new_line]1504537[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary:[new_line][new_line]to[new_line][new_line]10/31/15  3:44 pm[new_line]-[new_line]WARRANT[new_line]A suspect who was observed walking in and out of traffic near the location was arrested for an outstanding warrant.[new_line][new_line]Disposition: Cleared Arrest[new_line][new_line]Warrant Arrest[new_line][new_line] 4:15 pm[new_line][new_line]10/31/15[new_line][new_line]-[new_line][new_line]
1504538;2015-10-31 19:48:00;DEAN BARTLETT CROMWELL FIELD;SERVICE;to;[new_line][new_line]10/31/15  7:48 pm[new_line][new_line]-[new_line][new_line]Location:[new_line][new_line]DEAN BARTLETT CROMWELL FIELD[new_line][new_line]Report #:[new_line][new_line]1504538[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary:[new_line][new_line]to[new_line][new_line]-[new_line]10/31/15  7:48 pm[new_line]SERVICE[new_line]A student was transported to a local hospital for medical treatment after sustaining a cut above his eye.[new_line][new_line]Disposition: CLOSED[new_line][new_line]Injury Response[new_line][new_line] 7:48 pm[new_line][new_line]10/31/15[new_line][new_line]-[new_line][new_line]cc: Student Affairs[new_line][new_line]
1504539;2015-10-31 22:08:00;30TH ST & FIGUEROA ST;WARRANT;to  10/31/15;[new_line][new_line]10/31/15 10:08 pm[new_line][new_line]-[new_line][new_line]Location:[new_line][new_line]30TH ST & FIGUEROA ST[new_line][new_line]Report #:[new_line][new_line]1504539[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary:[new_line][new_line]to[new_line][new_line]10/31/15[new_line][new_line]10/31/15 10:00 pm[new_line]-[new_line]WARRANT[new_line]A suspect was detained for investigation after he was reported to have been exposing himself in public and he was [new_line]subsequently arrested for an outstanding warrant.[new_line][new_line]Disposition: Cleared Arrest[new_line][new_line]Warrant Arrest[new_line][new_line]10:30 pm[new_line][new_line]-[new_line][new_line]
1504540;2015-10-31 23:45:00;PI KAPPA ALPHA;BATTERY;to;[new_line][new_line]10/31/15 11:45 pm[new_line][new_line]-[new_line][new_line]Location:[new_line][new_line]PI KAPPA ALPHA[new_line][new_line]Report #:[new_line][new_line]1504540[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary:[new_line][new_line]to[new_line][new_line] 1:00 am[new_line][new_line]11/1/15[new_line]-[new_line]BATTERY[new_line]A student was arrested after becoming combative with officers who were attempting to remove him from the premises.[new_line][new_line]Disposition: Cleared Arrest[new_line][new_line] 1:15 am[new_line][new_line]11/1/15[new_line][new_line]Battery[new_line][new_line]-[new_line][new_line]cc: Student Affairs, Judicial Affairs[new_line][new_line]
1504541;2015-11-01 01:27:00;628 30TH ST;BURGLARY-MOTOR VEHICLE;to;[new_line][new_line]11/1/15[new_line][new_line]-[new_line][new_line] 1:27 am[new_line][new_line]Location:[new_line][new_line]628 30TH ST[new_line][new_line]Report #:[new_line][new_line]1504541[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary:[new_line][new_line]-[new_line][new_line]to[new_line][new_line]11/1/15[new_line]10/31/15 11:30 am[new_line]BURGLARY-MOTOR VEHICLE[new_line]A suspect removed a wallet, a tote bag, a jacket and a set of keys.[new_line][new_line]Burglary-Motor Vehicle[new_line][new_line] 1:27 am[new_line][new_line]-[new_line][new_line]Disposition: Open[new_line][new_line]
1504542;2015-11-01 09:15:00;FRESH AND EASY;THEFT-PETTY;to;[new_line][new_line]11/1/15[new_line][new_line]-[new_line][new_line] 9:15 am[new_line][new_line]Location:[new_line][new_line]FRESH AND EASY[new_line][new_line]Report #:[new_line][new_line]1504542[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary:[new_line][new_line]-[new_line][new_line]to[new_line][new_line] 9:15 am[new_line][new_line]11/1/15[new_line]THEFT-PETTY[new_line]A store manager reported that a suspect removed merchandise from the location without paying for it.[new_line][new_line]Disposition: Open[new_line][new_line]Shoplifting[new_line][new_line] 9:40 am[new_line][new_line]11/1/15[new_line][new_line]-[new_line][new_line]
1504543;2015-11-01 09:48:00;DAVID X. MARKS TOWER;SERVICE;to  11/1/15;[new_line][new_line]11/1/15[new_line][new_line]-[new_line][new_line] 9:48 am[new_line][new_line]Location:[new_line][new_line]DAVID X. MARKS TOWER[new_line][new_line]Report #:[new_line][new_line]1504543[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary:[new_line][new_line]to[new_line][new_line]11/1/15[new_line][new_line] 9:50 am[new_line][new_line]-[new_line]11/1/15[new_line]SERVICE[new_line]A non-USC female was transported to a local hospital for medical treatment after experiencing dizziness and abdominal [new_line]pains.[new_line][new_line]Disposition: CLOSED[new_line][new_line]Illness Response[new_line][new_line]10:00 am[new_line][new_line]-[new_line][new_line]University of Southern California[new_line][new_line]Department of Public Safety[new_line][new_line]Daily Incident Log[new_line][new_line]From 10/30/2015 To 11/2/2015[new_line][new_line]
1504544;2015-11-01 11:28:00;2630 MENLO AV;FIELD INTERVIEW;to  11/1/15;"[new_line][new_line]11/1/15[new_line][new_line]-[new_line][new_line]11:28 am[new_line][new_line]Location:[new_line][new_line]2630 MENLO AV[new_line][new_line]Report #:[new_line][new_line]1504544[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary:[new_line][new_line]-[new_line][new_line]to[new_line][new_line]11/1/15[new_line][new_line]11/1/15[new_line]11:29 am[new_line]FIELD INTERVIEW[new_line]A known trespassing suspect was detained and advised that he has court ordered ""stay away"" sanctions for the location.  [new_line]The suspect was then released.[new_line][new_line]An interview in the field[new_line][new_line]Disposition: CLOSED[new_line][new_line]12:11 pm[new_line][new_line]-[new_line][new_line]"
1504545;2015-11-01 15:21:00;FRESH AND EASY;DISTURBANCE;to  11/1/15;[new_line][new_line]11/1/15[new_line][new_line]-[new_line][new_line] 3:21 pm[new_line][new_line]Location:[new_line][new_line]FRESH AND EASY[new_line][new_line]Report #:[new_line][new_line]1504545[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary:[new_line][new_line]-[new_line][new_line]to[new_line][new_line]11/1/15[new_line][new_line] 3:21 pm[new_line][new_line]11/1/15[new_line]DISTURBANCE[new_line]Two non-USC male were involved in a physical altercation outside the location.  Neither of the males desired medical [new_line]treatment nor criminal prosecution of the matter and they were allowed to go their separate ways.[new_line][new_line]Disposition: CLOSED[new_line][new_line]Disturbing The Peace[new_line][new_line] 4:09 pm[new_line][new_line]-[new_line][new_line]
1504546;2015-11-01 14:01:00;ETHEL PERCY ANDRUS GERONTOLOGY  CENTER;WARRANT;to;[new_line][new_line]11/1/15[new_line][new_line]-[new_line][new_line] 2:01 pm[new_line][new_line]Location:[new_line][new_line]ETHEL PERCY ANDRUS GERONTOLOGY [new_line]CENTER[new_line][new_line]Report #:[new_line][new_line]1504546[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary:[new_line][new_line]to[new_line][new_line] 2:00 pm[new_line][new_line]11/1/15[new_line]-[new_line]WARRANT[new_line]A non-USC male was detained for a DUI investigation and subsequently arrested for an outstanding warrant.[new_line][new_line]Disposition: Cleared Arrest[new_line][new_line]Warrant Arrest[new_line][new_line] 2:10 pm[new_line][new_line]11/1/15[new_line][new_line]-[new_line][new_line]
1504547;2015-11-01 20:14:00;UPC PUBLIC SAFETY OFFICE;SERVICE;to  11/1/15;[new_line][new_line]11/1/15[new_line][new_line]-[new_line][new_line] 8:14 pm[new_line][new_line]Location:[new_line][new_line]UPC PUBLIC SAFETY OFFICE[new_line][new_line]Report #:[new_line][new_line]1504547[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary:[new_line][new_line]to[new_line][new_line]11/1/15[new_line][new_line] 8:00 pm[new_line][new_line]-[new_line]11/1/15[new_line]SERVICE[new_line]An unidentified male made a statement about harming unspecified students if they continue to bump into him with their [new_line]bicycles.[new_line][new_line]Suspicious Circumstances[new_line][new_line]Disposition: Open[new_line][new_line] 8:00 pm[new_line][new_line]-[new_line][new_line]
1504548;2015-11-01 19:43:00;GENERAL WILLIAM LYON UNIVERSITY CENTER;SERVICE;to  11/1/15;[new_line][new_line]11/1/15[new_line][new_line]-[new_line][new_line] 7:43 pm[new_line][new_line]Location:[new_line][new_line]GENERAL WILLIAM LYON UNIVERSITY CENTER[new_line][new_line]Report #:[new_line][new_line]1504548[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary:[new_line][new_line]to[new_line][new_line]11/1/15[new_line][new_line] 7:43 pm[new_line][new_line]11/1/15[new_line]-[new_line]SERVICE[new_line]A student was transported to a local hospital for medical treatment after injuring his wrist.[new_line][new_line]Injury Response[new_line][new_line] 7:43 pm[new_line][new_line]-[new_line][new_line]Disposition: CLOSED[new_line][new_line]cc: Student Affairs[new_line][new_line]
1504549;2015-11-02 02:11:00;29TH ST & VERMONT AV;ALCOHOL;to  11/2/15;[new_line][new_line]11/2/15[new_line][new_line]-[new_line][new_line] 2:11 am[new_line][new_line]Location:[new_line][new_line]29TH ST & VERMONT AV[new_line][new_line]Report #:[new_line][new_line]1504549[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary:[new_line][new_line]to[new_line][new_line]11/2/15[new_line][new_line] 2:00 am[new_line][new_line]11/2/15[new_line]-[new_line]ALCOHOL[new_line]A non-USC male was arrested for public intoxication.[new_line][new_line] 2:50 am[new_line][new_line]Drunk In Public[new_line][new_line]-[new_line][new_line]Disposition: Cleared Arrest[new_line][new_line]
1504550;2015-11-01 21:34:00;SMART & FINAL;VEHICLE CODE;to  11/1/15;[new_line][new_line]11/1/15[new_line][new_line]-[new_line][new_line] 9:34 pm[new_line][new_line]Location:[new_line][new_line]SMART & FINAL[new_line][new_line]Report #:[new_line][new_line]1504550[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary:[new_line][new_line]-[new_line][new_line]to[new_line][new_line]11/1/15[new_line][new_line] 9:35 pm[new_line][new_line]11/1/15[new_line]VEHICLE CODE[new_line]A non-USC male drove his vehicle into a student's vehicle and left without stopping to report the incident or exchange [new_line]information with him.  The male was located by officers who responded to the scene and he was subsequently arrested.[new_line][new_line]Disposition: Cleared Arrest[new_line][new_line]Hit & Run - Misdemeanor[new_line][new_line]11:10 pm[new_line][new_line]-[new_line][new_line]University of Southern California[new_line][new_line]Department of Public Safety[new_line][new_line]Daily Incident Log[new_line][new_line]From 10/30/2015 To 11/2/2015[new_line][new_line]
1504551;2015-11-02 06:19:00;MCKIBBEN ADDITION;PROPERTY;;[new_line][new_line]11/2/15[new_line][new_line]-[new_line][new_line] 6:19 am[new_line][new_line]Location:[new_line][new_line]MCKIBBEN ADDITION[new_line][new_line]Report #:[new_line][new_line]1504551[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary:[new_line][new_line]-[new_line][new_line] 6:19 am[new_line][new_line]to[new_line][new_line]11/2/15[new_line][new_line]11/2/15[new_line]PROPERTY[new_line]A restroom door was damaged when officers pried it open to gain entry.[new_line][new_line]Damaged Property[new_line][new_line] 6:19 am[new_line][new_line]-[new_line][new_line]Disposition: Open[new_line][new_line]
1504552;2015-11-02 10:24:00;OUTSIDE USC AREA;SERVICE;to;[new_line][new_line]11/2/15[new_line][new_line]-[new_line][new_line]10:24 am[new_line][new_line]Location:[new_line][new_line]OUTSIDE USC AREA[new_line][new_line]Report #:[new_line][new_line]1504552[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary:[new_line][new_line]to[new_line][new_line]12:00 am[new_line][new_line]1/1/10[new_line]-[new_line]SERVICE[new_line]A non-USC female reported that a suspect used her Social Security number to apply for a job at USC.[new_line][new_line]Suspicious Circumstances[new_line][new_line]Disposition: CLOSED[new_line][new_line]12:00 am[new_line][new_line]11/1/15[new_line][new_line]-[new_line][new_line]cc: HR[new_line][new_line]
1504553;2015-11-02 10:14:00;FLUOR TOWER;PROPERTY;to  10/30/15;[new_line][new_line]11/2/15[new_line][new_line]-[new_line][new_line]10:14 am[new_line][new_line]Location:[new_line][new_line]FLUOR TOWER[new_line][new_line]Report #:[new_line][new_line]1504553[new_line][new_line]Occurred:[new_line]Incident:[new_line]Summary:[new_line][new_line]-[new_line][new_line]to[new_line][new_line]10/30/15[new_line][new_line]10/30/15 10:00 am[new_line]PROPERTY[new_line]A cup containing marijuana was found at the location and subsequently booked at MDC.[new_line][new_line]Recovered Property Without a Crime[new_line][new_line]10:00 am[new_line][new_line]-[new_line][new_line]Disposition: CLOSED[new_line][new_line]
